"PID","cond","antiest","ampride","trustgov","demsatis","radchange","distrust","discontent","top_value_char","response","exclude","val_1","val_2","val_3","val_4","val_5","antiest_1","antiest_2","antiest_3","antiest_4R","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","GENDER","AGE","RACETHNICITY","EDUC5","INCOME","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","STATE","RELIG","EMPLOY","REGION4","REGION9","STARTDT"
364,"ctrl",4,3,4,2,4,4,4,"Freedom from oppression","No individual or group is targeted by another group or government in a way that hurts their way of life",0,"Freedom from oppression","Self reliance","Equality","Economic mobility","Geographic freedom",4,5,4,3,"vote","harris",NA,3,2,3,"male",60,"white/non-hisp","masters","$200,000 or more","ampride","demsatis","antiest","radchange","trustgov","CO",10,2,4,8,"11/19/2024 16:01"
367,"brkn",6,3,2,1,3,6,5,"equality","Good public schools in most places. more and more there is not equal opportunity for all--just the rich. Health care not available to all. The well to do have been taking away funds that should be helping to take care of basic needs of  less privileged",0,"equality","honesty","hard work","family togetherness","good education",7,6,5,6,"vote","harris",NA,3,2,3,"female",78,"white/non-hisp","masters","$75,000 to $84,999","trustgov","radchange","demsatis","antiest","ampride","NE",10,5,2,4,"11/19/2024 10:29"
375,"kept",5,3,4,5,5,4,4.66666666666667,"Freedom of Speech","People are allowed to say what they want on the news, social media, etc. Even if what they are saying is hateful towards others.",0,"Freedom of Speech","Freedom of Religion","Safety for Citizens","Right to Vote","Helping other countries",6,3,5,6,"vote","harris",NA,3,2,3,"female",37,"white/non-hisp","masters","$85,000 to $99,999","antiest","ampride","trustgov","radchange","demsatis","TN",1,2,3,6,"11/19/2024 9:37"
377,"ctrl",4.25,4,2,5,3,6,4.41666666666667,"Freedom","The right to make choices for ourselves and our family without government interference or restrictions.",0,"Opportunity","Freedom","Equality","Freedom of speach","democracy",2,5,5,5,"vote","trump",NA,7,5,5,"male",60,"white/non-hisp","bachelors","$60,000 to $74,999","antiest","radchange","trustgov","ampride","demsatis","KS",2,1,2,4,"11/19/2024 1:04"
404,"brkn",5,2,4,1,6,4,5,"Equality","As an example, the Black Lives Matter movement indicates that African American lives are at greater risk. Also, marginalized groups receive fewer opportunities and are at greater risk of homelessness, limited pay, etc.",0,"Equality","Opportunity","Justice","Individualism","Unity",6,5,2,7,"vote","harris",NA,1,1,1,"female",22,"white/non-hisp","some coll","$150,000 to $174,999","antiest","radchange","trustgov","demsatis","ampride","KS",1,1,2,4,"11/26/2024 11:15"
414,"kept",5.75,5,2,4,5,6,5.58333333333333,"Freedom of speech","It’s not. You have the right to express your thoughts and opinions, however these days there is always someone claiming discrimination or some other negativity resulting in the speaker having to apologize for hurting feelings",0,"Independence","Freedom of speech","Freedom of religion","Equality","Democracy",5,6,7,5,"no vote",NA,NA,5,4,3,"female",74,"white/non-hisp","HS","$30,000 to $34,999","antiest","trustgov","ampride","demsatis","radchange","MN",2,5,2,4,"11/20/2024 19:46"
430,"kept",4.75,4,4,3,3,4,3.91666666666667,"Equality","The equality of each individual  is the promise that people  look toward  in order to go forward and find good life",0,"Freedom","Success","Comfortable","Equality","Liberty",5,5,6,3,"vote","harris",NA,6,5,3,"male",71,"white/non-hisp","masters","$100,000 to $124,999","radchange","demsatis","ampride","trustgov","antiest","NH",2,5,1,1,"11/19/2024 16:13"
433,"brkn",5.75,3,4,3,5,4,4.91666666666667,"Freedom of choice","Covid lock down is a prime example along with the mask mandate and shots being forced upon those that did not want it.",0,"Equality","Freedom of choice","Freedom of voice","Protect our own","$ can’t buy “ favors”",7,5,6,5,"vote","trump",NA,6,5,4,"female",47,"white/non-hisp","some coll","$30,000 to $34,999","ampride","antiest","radchange","trustgov","demsatis","FL",12,1,3,5,"11/18/2024 21:05"
447,"ctrl",6.75,3,2,2,4,6,5.58333333333333,"pursuit of happiness","The freedom to find your path to in life with minimal interference from the gov't. This applies ONLY to living individuals, NOT to mega corporations!",0,"Life","Liberty","pursuit of happiness","Equality of opportunity","Protection of personal property",7,7,6,7,"no vote",NA,NA,4,3,3,"male",60,"white/non-hisp","bachelors","$75,000 to $84,999","ampride","trustgov","antiest","radchange","demsatis","PA",9,1,1,2,"11/19/2024 11:26"
450,"ctrl",3.5,2,4,3,2,4,3.16666666666667,"Freedom for All","Everyone has equal rights under the law. Nobody is a slave, and no one can own another. People are free to do as they wish, within the constraints of the law.",0,"Opportunity for All","Justice for All","Freedom for All","Freedom of religion","Freedom of speech",5,4,2,3,"vote","harris",NA,2,1,3,"male",30,"white/non-hisp","bachelors","$40,000 to $49,999","radchange","antiest","ampride","demsatis","trustgov","WV",10,1,3,5,"11/18/2024 20:10"
452,"ctrl",5,3,3,3,5,5,5,"Freedom","It is the right to act or speak without restraint or hesitation. Whether it's freedom of speech or bear arms, nothing should hinder us for doing either.",0,"Freedom","Equality","Justice","Checks and balances","Liberty",5,5,5,5,"no vote",NA,NA,5,4,NA,"female",45,"white/non-hisp","some coll","$60,000 to $74,999","radchange","trustgov","antiest","ampride","demsatis","WI",12,1,2,3,"11/24/2024 20:21"
453,"kept",5,5,2,6,6,6,5.66666666666667,"Protection in your home","Law and order, right to bear arms, training our police and military, strong judiciary system, lighting all streets",0,"Freedom of speech","Freedom of religion","Freedom of choice","Protection in your home","Freedom of expression",5,5,5,5,"vote","harris",NA,1,1,1,"female",69,"black/non-hisp","masters","$60,000 to $74,999","ampride","demsatis","radchange","antiest","trustgov","MS",1,5,3,6,"11/18/2024 19:20"
462,"brkn",4.5,4,3,5,6,5,5.16666666666667,"limited government","Government is no longer as limited as it was. Rules and regulations impede liberty and freedom. (So, I can't just open a barber shop and cut hair. I have to be licensed.) Government seems to be everywhere, and is inefficient. It lacks common sense.",0,"Life","Liberty","Pursuit of happiness","limited government","checks and balances",2,5,7,4,"vote","trump",NA,6,5,5,"male",66,"white/non-hisp","bachelors","$125,000 to $149,999","demsatis","trustgov","antiest","radchange","ampride","PA",1,1,1,2,"11/19/2024 9:06"
467,"brkn",5.5,1,3,4,5,5,5.16666666666667,"Protecting and providing safe environment","Allowing racist and hate groups to abuse freedom of speech and protest and form organizations that threaten others.  Stopping Gang formation at the beginning stage.  Allowing crimes committed among the famous, prosperous, and powerful, to be dismissed, ignored, or acceptable on a level not offered to those of a lower class.",0,"Equal opportunity","Protected by government","Freedom of religion","Protecting and providing safe environment","Creating family growth",6,6,6,4,"vote","harris",NA,6,5,3,"female",59,"white/non-hisp","some coll","$15,000 to $19,999","antiest","demsatis","ampride","trustgov","radchange","GA",1,6,3,5,"11/18/2024 21:23"
476,"ctrl",4.75,4,2,1,5,6,5.25,"faith","Faith is hope in what is not seen with a trust in God to lead & guide leadership to operate with justice and fairness to all.",0,"faith","justice","leadershship","liberty","integrity",2,5,5,7,"vote","trump",NA,7,5,4,"female",67,"multi/non-hisp","some coll","$40,000 to $49,999","demsatis","antiest","ampride","trustgov","radchange","PA",1,1,1,2,"11/19/2024 17:20"
479,"ctrl",4.75,3,4,6,2,4,3.58333333333333,"Freedom","To have the free will to pursue whatever it is you want to do in the present moment or the future. No one / nothing controls you",0,"Freedom","Opportunity","Capitalism","Equality","Hustle",3,6,5,5,"vote",NA,NA,5,4,3,"female",23,"white/non-hisp","some coll","$30,000 to $34,999","radchange","antiest","demsatis","ampride","trustgov","MI",9,2,2,3,"11/21/2024 11:36"
484,"brkn",3,5,7,6,1,1,1.66666666666667,"freedom of religion","they are a lot of people who do not like some religions in America and try to get rid of them and America needs to make it that you can not do that because its hate speech",0,"freedom","freedom of religion","democracy","you can be what you want","independent",2,2,5,3,"vote","trump",NA,6,5,4,"male",18,"white/non-hisp","less HS","$125,000 to $149,999","ampride","trustgov","radchange","demsatis","antiest","AZ",3,1,4,8,"11/24/2024 19:41"
486,"brkn",4,3,4,4,4,4,4,"Women rights","Women right is important because helps us to be able to do anything that a man can do. Women’s rights are just as important as men’s rights because we are all humans that should have the same rights",0,"Freedom","Women rights","Human rights","Education","Human trafficking",4,4,4,4,"vote","harris",NA,1,1,3,"female",20,"black/non-hisp","some coll","$30,000 to $34,999","antiest","demsatis","radchange","ampride","trustgov","SC",12,4,3,5,"11/19/2024 14:25"
491,"ctrl",NA,5,5,4,4,3,3.5,"Equality","Having equal rights to healthcare, work, wages, shelter and food. Also having the ability to live healthy and peaceful lives.",0,"Equality","Living","Trust","Working","Health",NA,NA,NA,NA,NA,NA,NA,3,2,5,"female",38,"black/non-hisp","less HS","$20,000 to $24,999","demsatis","ampride","trustgov","antiest","radchange","IL",1,1,2,3,"11/21/2024 18:29"
493,"kept",5.25,3,3,5,5,5,5.08333333333333,"Separation of church and state","The line between church and State is thinning. More and more States are including religious values in their laws.",0,"Free Speech, Religion, Protest","Separation of church and state","Protection from illegal search & seizure","Right to vote","Taxation with Representation",5,6,6,4,"vote","harris",NA,1,1,1,"female",46,"white/non-hisp","masters","$75,000 to $84,999","radchange","antiest","demsatis","trustgov","ampride","CA",9,1,4,9,"11/20/2024 6:49"
496,"ctrl",5.75,4,2,4,3,6,4.91666666666667,"Freedom","Freedom is the ability to do whatever I want as long as I don’t harm others.  This should be the right of everyone everywhere.",0,"Freedom","Democracy","Rights","Equality","Privacy",6,6,5,6,"vote","trump",NA,6,5,4,"male",47,"white/non-hisp","some coll","$75,000 to $84,999","antiest","demsatis","ampride","trustgov","radchange","GA",12,1,3,5,"11/18/2024 19:13"
504,"kept",5.75,3,4,4,7,4,5.58333333333333,"Freedom of Speech","I believe that Freedom of Speech is carried out greatly in American society. We are allowed to voice our opinions on controversial topics unlike certain countries.",0,"The American Dream","Equality","Pride","Voting Rights","Freedom of Speech",5,7,7,4,"vote","harris",NA,2,1,2,"female",28,"black/non-hisp","some coll","$5,000 to $9,999","demsatis","ampride","antiest","trustgov","radchange","NY",1,1,1,2,"11/26/2024 18:33"
506,"kept",5.25,4,2,3,5,6,5.41666666666667,"Freedom","We can voice our opinions without fear of prosecution. We have the freedom to vote for our leaders.",0,"Freedom","Liberty","Protection","Equality","Justice for all",5,5,5,6,"no vote",NA,NA,6,5,3,"male",46,"white/non-hisp","some coll","$100,000 to $124,999","radchange","demsatis","antiest","ampride","trustgov","CT",12,1,1,1,"11/20/2024 18:37"
512,"brkn",4,3,3,3,6,5,5,"opportunity","The US is not living up to it's promise of opportunity when it is constantly removing and redirecting funding from social programs",0,"freedom","diversity","community","family","opportunity",5,4,3,4,"vote","harris",NA,1,1,2,"female",45,"white/non-hisp","masters","$85,000 to $99,999","trustgov","radchange","ampride","antiest","demsatis","TN",11,2,3,6,"11/23/2024 8:05"
515,"brkn",5.5,3,2,4,6,6,5.83333333333333,"Freedom","The lack of ability to live life the way we choose and see fit. Being told what we must do, pay, provide. Taxes",0,"Freedom of choice","Human rights","Freedom of expression","The right to choose","Freedom",7,6,7,2,"no vote",NA,NA,4,3,3,"female",38,"white/non-hisp","HS","$40,000 to $49,999","trustgov","antiest","ampride","demsatis","radchange","TX",11,4,3,7,"11/29/2024 8:34"
518,"kept",5.75,2,3,5,4,5,4.91666666666667,"freedom","freedom of speech, expression. it  use to do   this, not the best at the moment but we will continue   to get  back",0,"freedom","expresion","just","openness","honesty",6,7,6,4,"vote","harris",NA,1,1,1,"male",39,"white/non-hisp","bachelors","$25,000 to $29,999","demsatis","ampride","trustgov","antiest","radchange","MA",2,1,1,1,"11/19/2024 0:04"
519,"brkn",4,4,4,4,4,4,4,"Freedom","Let me do as I please when I go out without breaking any laws. Also making good choices everday in life",0,"Freedom","Respect","Security","Economy","Rights",4,4,4,4,"vote","harris",NA,2,1,3,"male",39,"black/non-hisp","bachelors","$50,000 to $59,999","demsatis","antiest","radchange","ampride","trustgov","TN",1,1,3,6,"11/20/2024 6:20"
521,"kept",4,3,2,4,4,6,4.66666666666667,"Freedom","Each person has their own personal opinion and with that we each have freedom of choice in some ways.",0,"Freedom","Liberty","Justice","Peace","Equality",4,4,4,4,"no vote",NA,NA,4,3,4,"female",32,"white/non-hisp","HS","$20,000 to $24,999","ampride","radchange","antiest","trustgov","demsatis","NY",9,6,1,2,"11/21/2024 9:02"
531,"kept",4.25,5,4,6,5,4,4.41666666666667,"Equality","Equal voting rights for men and women, equals rights amendment and we are working on ending racism but still have a ways to go.",0,"Equality","Independence","Freedom","Pursuit of Happiness","Liberty",3,5,6,3,"vote","trump",NA,6,5,3,"female",70,"white/non-hisp","bachelors","$35,000 to $39,999","ampride","trustgov","antiest","radchange","demsatis","IN",12,5,2,3,"11/18/2024 21:32"
536,"kept",3.5,5,4,3,1,4,2.83333333333333,"freedom of religion","Currently have the right to worship as we choose. Currently have the right to worship on what day we choose. Should not be denied any rights based on our religion.",0,"freedom of religion","freedom of speech","equality for all","moral integrity","right to privacy",5,3,3,3,"vote","harris",NA,4,3,3,"female",63,"white/non-hisp","some coll","$50,000 to $59,999","radchange","antiest","ampride","trustgov","demsatis","MI",12,1,2,3,"11/21/2024 8:30"
542,"kept",4.5,2,4,1,6,4,4.83333333333333,"Hope","Providing educational opportunity. The people who live in, invest, and care about their communities are the most significant examples.",0,"Strength","Resilience","Hope","Power","Freedom",5,5,3,5,"vote","harris",NA,3,2,3,"male",29,"white/non-hisp","masters","$15,000 to $19,999","trustgov","demsatis","ampride","antiest","radchange","LA",11,7,3,7,"11/30/2024 19:34"
545,"brkn",5.5,4,2,2,5,6,5.5,"solidarity","no equality and division
no freedom of right, people are divided in race, cost and religion which is dangerous to the country",0,"equality","individualism","change","competition and free enterprise","solidarity",7,7,7,1,"vote","harris",NA,1,1,1,"male",54,"asian/non-hisp","masters","$75,000 to $84,999","radchange","trustgov","ampride","demsatis","antiest","IL",6,2,2,3,"11/25/2024 12:08"
